id,title,organization,description,eligibility,funding_amount,deadline,category,location,source,source_url,opportunity_number,opportunity_type,posted_date,document_urls,scraped_at,created_at
168d94fa-82fe-4411-8e27-bd6dff5b9f11,Prop 4 – Regional Wildfire,Santa Monica Mountains Conservancy,"The funds appropriated in this item shall be available for regional projects to improve local fire prevention capacity, improve forest health and resilience, and reduce the risk of wildfire spreading into populated areas from wildlands pursuant to subdivision (b) of Section 91520 of the Public Resources Code and shall be available for encumbrance or expenditure until June 30, 2028, and for liquidation until June 30, 2031.",Nonprofit; Public Agency; Tribal Government,"$15,000,000",,Parks & Recreation,California - Santa Monica Mountains Conservancy Zone,California Grants Portal,https://smmc.ca.gov/grants-redo/,164031,grant,2026-04-01 07:00:00,https://smmc.ca.gov/wp-content/uploads/2020/12/SMMC-Grant-Administration-Manual-10.1.15.pdf https://smmc.ca.gov/wp-content/uploads/2020/12/Revised-grant-application-3.2017-1.doc https://smmc.ca.gov/wp-content/uploads/2020/12/Grantee-Data-Sheet.pdf https://smmc.ca.gov/wp-content/uploads/2023/04/STD204_Payee-Data-Record_Rev.-03-2021_NEW.pdf https://smmc.ca.gov/wp-content/uploads/2023/04/STD205_Payee-Data-Record-Supplement_NEW.pdf https://smmc.ca.gov/wp-content/uploads/2020/12/SMMC-Contract-and-Advertising-Policy.pdf https://smmc.ca.gov/wp-content/uploads/2026/01/2025-1217-02E-Erratum-Prop-4.pdf https://smmc.ca.gov/wp-content/uploads/2020/12/Revised-Prop-1-Guidelines-as-of-September-25-2017.pdf https://smmc.ca.gov/wp-content/uploads/2020/12/Corps-Prop-1-guidelines_June2015.pdf https://smmc.ca.gov/wp-content/uploads/2020/12/Approved-SMMC-Prop-68-Guidelines.pdf,2026-04-26 08:26:07.755777,2026-04-26 08:24:19.196585
16902f47-75c4-4ec8-bd01-a7c4aeeedacd,OPD Contract Mental Health Professional,State of Montana,Type: RFP/RFQ; Status: Awarded; Contact: Brett Schandelson (Brett.Schandelson@mt.gov),"Required to View Event 
Prerequisites
  Required to Enter Bid 
 1.Please review the attached document. Should you be approved as an OPD contractor, this document will 
become your MOU.
 2.Please review the documents linked below.",,2099-08-28 00:00:00,Healthcare,Montana,Montana eMACS,https://app01.jaggaer.com/apps/Router/ViewSourcingEvent?AuthToken=1%3AAES2%23CCUuWDOBRP17knHhAWrb74ooP%2Bq3orPPhU528nqm%2FNFLOAZLJTB3GbOAi488SqBTQt7vQ1JFdqnAYcuOa9ZnWNCPP3Wfb2xiwI72DNmgEk2FlYg2JrHfjVqcqA5%2BFAnLXmrHLsQdVc6LR%2Fx0U8gyCl6%2FFZdqXAcJXg%3D%3D&tmstmp=1777194693296,OPD-RFP/RFQ-2019-0004,rfp,2018-08-28 00:00:00,https://solutions-selectsite-documents.s3.amazonaws.com/Sourcingevent/645009-event.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEOH%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJIMEYCIQCW%2BTLxWOi3VaXl1ILwHOSTLT7eL0pDA0iit4IUd5BDigIhAORRGiCHvFcG4KV%2FRz34hHC92D3yB%2BVPJuBaPPAMbQq7KsEFCKn%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEQABoMMjgwMjYyNzQ0NjI4IgwwCDC5ZJxDbGFATKkqlQXG%2BxQc4X4IuVJxaRncoHX9mfDU74uZwnMoN6Kl%2Bz%2Fv3mV2OCE6S157sJwyWfQoLJMQ3gItSktj3tuLXKh5OHFA6UfNow1jZJeZqrl8b%2FDzlH10UXdWI706%2Fe9SA5Md1%2BS9mJ0o6KwNdln6N0kLdO0VpwPNysDB0gasJrBIpJmfkepglMlXcpC%2FXgRqA9Asqlt%2BsiS9mfWnzkkxsBUFusJUGKPDSLaUK52cdE5BpjdlNk7X%2B%2FimFQ9F6d%2BQ3mpZIBYno9c4KOLc7u8qIYibk4hb6g7G2Q7ijQ6bK%2FrgNsmB3uK6SlyM8UPLFuWeOQ7ZIENz5Z5pyZYLcUBxpKKtS0nyBF4CPcMfiTA02eO8fw8Hz8iszSXKlMJKRiy501%2Bvz5hGkKxXRIBCuSUqW43tzbEZhZWj13kNn1tr5CdmuQuq0pKuI%2B2HOewz7IgWMVOyS3ZdXDSCdBixXC5EbUPi2zJFL76WlChPpvTdgIFexUdWXhmpnfx4w%2Bjqh%2FsbpYdYjF85gIJ%2BosNrAVwPRy%2BegMel6f09um96QNLJG89VIx90Zu4E%2BItubXU3PHcvt4F0o4FrKoCzhJG5uSOeW0ER1ihcnI6uijIz9aW6xi6g1ikGqwTiEDDt9ejZofH5Tw34X%2BzCTAOTGk0goncvbJ1idXxfQ6Y7Rv3%2FJHXE4TiIwG1oHDQz4THR32ohqIl%2BHmbYSk%2FrK8hq%2B0yZ5Is0l1PJxeCRvMqVrUvDYTisrZcbZXCL4%2BqlopHU4Z0eVxKLENyeZNqAUtaX2NO9zJLO7O3NjmlPukCwj3aMEigQhVZrdLoAuG6Bbv9yR0rsYds5nw8cYQt0o1yuaEAdfKboA9K8f5OB67OzPsTHpbcPFjHQvGCnCCNYB61WMIWUt88GOrAB0r157EWIpLNyaOx2esw8eTz5mrRKFLK9EVMz1%2Bf8Zh6ZNR6zt8UARA%2B8EFcB3%2BFicJ2OTSEMDtpaBjimWTIX5jTKzzavbAry9bx6Djqn4l7ksALh82SL8Xe4guFbsr3YYBnQsHOn8hKoFc7P%2BZAIS968a2A%2B%2F5RF0xc10iD%2FmbAawWtio5MoqWSKPjqAFKeYQxfa%2BEJIO%2FwvA7%2FcMj%2FcbsuSAMLum610tyR1cqkvkUA%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260426T091133Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Credential=ASIAUCQHWDI2L5DTEYSZ%2F20260426%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=e237b039c999cb18f721a17e47871c570c879e785bdf994ac3de19c4e1aee673 https://spb.mt.gov/_docs/eMACSResources/Vendor_Registration_Handbook.pdf,2026-04-26 09:18:21.299914,2026-04-26 09:18:21.299914
17127f37-70d1-4b2b-8e1c-e8551df05654,North Carolina Wildlife Resources Commission,STATE OF NC - CONSTRUCTION OFFICE,WRC Headquarters – Parking Deck Repairs,"act . All proposals shall be lump sum. 
 Pre-Bid Meeting  
A pre-bid meeting will be held for all interested b idders on May 6, 2026  at  10:00 a.m.  at the NC Wildlife 
Resources Commission Headquarters Building located at 1751 Varsity Dr, Raleigh, NC 27606.  The 
meeting will address the project scope and descript ion and answer specific questions and issues, 
anticipated project schedule, bidding procedures, a nd bid forms. Participants will also be able to vis it the 
building site and parking deck following the admini strative portion of the meeting. Interested 
subcontractors and manufacturer representatives are  strongly encouraged to attend. 
 Complete plans, specifications and contract documen ts will be open for inspection in the offices of At las 
Engineering, Inc. at 551A Pylon",,2026-05-21 15:00:00,IFB - Construction Services,North Carolina,NC eVP Solicitations,https://evp.nc.gov/solicitations/details/?id=14d465b4-1d40-f111-88b3-001dd802e1e9,SCO-25-29347-01A,rfp,2026-04-24 20:41:55,https://evp.nc.gov/_entity/annotation/8c9b4dd2-1d40-f111-88b3-001dd802e1e9/863ea987-6d3e-ed11-9daf-001dd805ec0b?t=1777196275881,2026-04-26 09:38:07.152523,2026-04-26 09:38:07.152523
1767f159-a7d4-4542-856e-6bd27004febb,Abandoned Housing Initiative Strategic Demolition Fund Grant,Learn how to apply for the Strategic Demolition Fund grant from the Abandoned Housing Initiative at the Massachusetts Attorney General's Office.,"Utilizing up to $250,000 in funds recovered by the Office of Massachusetts Attorney General (AGO) through a nationwide state-federal settlement resolving allegations that certain banks engaged in unlawful foreclosure practices on residential properties in Massachusetts, Attorney General Maura Healey is pleased to re-launch the Abandoned Housing Initiative Strategic Demolition Fund (SDF).

This grant is administered by the AGO. Please refer to the SDF Terms and Conditions document, which can be found in the grant announcement, for grant requirements and application instructions.

Applications may be submitted by the following entities for demolition grant funding consideration:

At the discretion of the AGO, up to an additional $25,000 in matching grant funds may be awarded to post-demolition redevelopment projects in which affordable housing is the primary end-use. Affordable housing projects proposed for supplementary grant funding should be consistent with standards or programs administered by the Commonwealth of Massachusetts, Massachusetts quasi-public agencies, or the federal government. Applicants are responsible for providing evidence that their affordable housing project is consistent with applicable programs or standards.

Applicants must clearly state in their application whether the funds requested for post-demolition redevelopment will be used for the construction of an affordable housing structure. Any request to utilize the Affordable Housing Supplementary Grant must include robust plans which detail the affordable housing construction project’s scope, timeline, and cost. Successful demolition grant applications with post-demolition redevelopment plans eligible for the Affordable Housing Supplementary Grant are not guaranteed matching grant funding under this supplement.

Applications will be accepted on a rolling basis during two open application periods until each application period’s awards have been allocated. It is expected that $125,000 will be a","Applications may be submitted by the following entities for demolition grant funding consideration:

Massachusetts Community Development Corporations (CDC) Massachusetts Community Development Financial Institutions (CDFI) Municipal Governments Municipal Housing and Redevelopment Authorities Nonprofit organizations","$250,000",,General,Massachusetts,Massachusetts Community Grant Finder,https://www.mass.gov/info-details/abandoned-housing-initiative-strategic-demolition-fund-grant,abandoned-housing-initiative-strategic-demolition-fund-grant,grant,,,2026-04-26 08:54:20.639316,2026-04-26 08:54:20.639316
180ce950-91fd-4fbb-b1d1-32769c58a940,B254 Mezzanine Repair at Pease ANGB,State of New Hampshire,"Provide and install three (3) C-channel steel beams under the equipment housekeeping slab by welding, as detailed in Attachment 1, to the existing Wide Flange beams. (QTY= 1 Each)",,,,General,New Hampshire,New Hampshire Procurement,https://www.newhampshirebids.com/bid_opportunities/2026/04/26/14786935-b254-mezzanine-repair-at-pease-angb.html,,rfp,2026-04-24 00:00:00,,2026-04-26 09:21:48.316314,2026-04-26 09:21:48.316314
1874ccb4-dc47-4ca7-966a-1f6a460b7051,"Major Procurement PERSONNEL SERVICES NON-IT Grenada County (hereinafter, County) has experienced damages...",Mississippi - MPTAP - ​*See attachment for details,RFx #: 3170035605. Status: Open.,,,2026-05-04 00:00:00,General,Mississippi,Mississippi DFA Bids,https://www.ms.gov/dfa/contract_bid_search/Bid/Details/45160?AppId=1,174-20260410171324 Grenada,bid,2026-04-24 00:00:00,https://SRM.MAGIC.MS.GOV:443/SAP/EBP/DOCSERVER/174%2D20260410171324%20GRENADA.PDF?PHIOGET&KPID=0200060000111FE1908402EEF335F9FD&KPCLASS=BBP_P_DOC&SAP-CLIENT=100,2026-04-26 09:10:36.404305,2026-04-26 09:10:36.404305
191140f0-ee4a-47b2-82e6-0172cd2bf615,OFFICE OF THE STATE ENGINEER - Bids & Proposals3752Views,State of South Dakota,,,,,General,South Dakota,South Dakota BOA Procurement,https://boa.sd.gov?id=kb_article_view&sys_kb_id=5961424c4724c350854b61d2e16d435f,,bid,,,2026-04-26 09:59:44.121852,2026-04-26 09:59:44.121852
194082d9-6870-4633-afcf-38600434e6f7,FY26 WAHIKULI PHASE 1 FUEL MITIGATION GRAZING FENCE INSTALLATION,Executive - Land & Natural Resources,Category: Construction,,,2026-05-25 16:00:00,Infrastructure,Hawaii - Maui,Hawaii HANDS,https://hands.ehawaii.gov/hands/opportunities,B26002502,bid,2026-04-25 00:00:00,,2026-04-26 08:39:15.211373,2026-04-26 08:38:40.586494
1b24ba85-9dcb-40c9-af10-4ab727c896bf,Urban Agenda Grant Program,"Urban Agenda is now the Community Workforce Partnerships Grant, a competitive workforce development grant program that funds community-driven responses to community-defined economic opportunities","The Urban Agenda Grant Program is now the Community Workforce Partnerships Grant Program. For more information, visit the Community Workforce Partnership program website .

The feedback will only be used for improving the website. If you need assistance, please Contact the Executive Office of Housing and Economic Development . Please limit your input to 500 characters.

Thank you for your website feedback! We will use this information to improve this page.

If you would like to continue helping us improve Mass.gov, join our user panel to test new features for the site.","See linked grant program page for specific eligibility criteria; most Community Grant Finder programs target Massachusetts municipalities, non-profits, or eligible entities.",Amount varies — see grant program page,,General,Massachusetts,Massachusetts Community Grant Finder,https://www.mass.gov/info-details/urban-agenda-grant-program,urban-agenda-grant-program,grant,,,2026-04-26 08:56:02.611619,2026-04-26 08:56:02.611619
1b51bf0c-9ff4-4399-a1fc-1c15a1916dea,Solicitations for Leased Space,State of Washington,,,,,General,Washington,Washington DES Procurement,https://des.wa.gov/services/real-estate/solicitations-leased-space,,bid,,,2026-04-26 10:11:37.244873,2026-04-26 10:11:37.244873
1b90c5a5-ca2b-4d29-bdcf-da0fbc99e0f3,NINR Mentoring Resources and Activities,United States Department of Health and Human Services Catego,"Due Date 4/27/2026 Title NINR Mentoring Resources and Activities Status Forecasted Funding Amount Not Specified Agency United States Department of Health and Human Services Categories The purpose of this notice is to inform the research community that the National Institute of Nursing Research (NINR), with other NIH Institutes, Centers, and Offices (ICOs) listed above, intends to publish a notice of funding opportunity (NOFO) to solicit applications for research on Mentoring Resources and Activi","Applicants:
Small businesses
Native American tribal governments (Federally recognized)
Private institutions of higher education
Nonprofits having a 501(c)(3) status with the IRS, other than institutions of higher education
Independent school districts
County governments
For profit organizations other than small businesses
Public housing authorities/Indian housing authorities
Native American tribal organizations (other than Federally recognized tribal governments)
Public and State controlled institutions of higher education
Show More
Apply with Confidence
Our partners at Syncurrent help local governments move from searching to applying. Confirm eligibility, access funding documents, and begin building a complete application in a single secure platform.
Explore Syncurrent
The MI Funding Hub is a joint venture of The Michigan Municipal League and The Michigan Department of Labor and Economic Opportunity.
Michigan Municipal League
1675 Green Road
Ann Arbor, MI 48105
Contact & Connect
Faceb",,2026-04-27 00:00:00,Research,Michigan,Michigan Funding Hub,https://mifundinghub.org/funding-opportunities/?grant=10563,,grant,,https://www.grants.gov/search-results-detail/359022,2026-04-26 09:01:11.98281,2026-04-26 09:01:11.98281
1bd62f18-b912-49ad-bbf2-01802a67aaea,AZ Surface Water Quality Standards Development & Technical Support,Arizona Department of Environmental Quality,Status: Open for Bidding. RFx Type: Environmental management.,,,2026-05-11 17:00:00,Environment,Arizona,Arizona Procurement Portal,https://app.az.gov/page.aspx/en/rfp/request_browse_public?rfp=BPM007468,BPM007468,bid,,,2026-04-26 08:17:18.652973,2026-04-26 08:17:18.652973
1c676860-fecd-42ae-95cd-d43a241f38eb,National Forest Receipts,Alaska DCRA - Southeast Island School District,Recipient: Southeast Island School District; Type: NFR; Status: Closed; Administrator: Samantha Lannet; Audit/CFS document on file; Budget document on file,NFR grant — eligible Alaska entities,"$277,911.22",2024-05-20 08:00:00,Education,Alaska - Ketchikan,Alaska DCRA Grants,https://experience.arcgis.com/experience/d7158093678a4339a6c16357ae544b91#grant=24NFR34,24NFR34,grant,2023-08-15 08:00:00,https://experience.arcgis.com/experience/d7158093678a4339a6c16357ae544b91#grant=24NFR34,2026-04-26 08:16:32.352591,2026-04-26 08:16:32.352591
1cc8935e-8f69-4d47-a742-f6d4ee6023d4,Satellite TV Programming for all Institutions & the Correctional Officer Training Academy,Arizona Department of Corrections,Status: Open for Bidding. RFx Type: Television services.,,,2026-04-30 15:00:00,Education,Arizona,Arizona Procurement Portal,https://app.az.gov/page.aspx/en/rfp/request_browse_public?rfp=BPM007312,BPM007312,bid,,,2026-04-26 08:17:42.203239,2026-04-26 08:17:42.203239
1cf05267-ae94-4aff-8588-9902ca1ce736,Guilford County School Nutrition Safety Shoes,GUILFORD COUNTY SCHOOLS,Guilford County School Nutrition Services is seeking proposals from vendors to provide School Nutrition employees with the opportunity to purchase quality non-slip safety shoes.,The proposals will be scored using the following criteria:,"$1,000,000",2026-05-07 14:00:00,RFP - Uniforms,North Carolina,NC eVP Solicitations,https://evp.nc.gov/solicitations/details/?id=17b08bda-0d40-f111-88b3-001dd800b811,189-RFP 6827,rfp,2026-04-24 18:47:51,https://evp.nc.gov/_entity/annotation/129ea9ec-0d40-f111-88b3-001dd800b811/863ea987-6d3e-ed11-9daf-001dd805ec0b?t=1777196370987 https://evp.nc.gov/_entity/annotation/a004a6f8-0d40-f111-88b3-001dd800b811/863ea987-6d3e-ed11-9daf-001dd805ec0b?t=1777196370987,2026-04-26 09:39:58.834415,2026-04-26 09:39:58.834415
1dcb1084-5d2a-48b3-9890-9d86d4b1c4be,1815 - DPP Toolkit Training,Illinois Dept. of Public Health,"Midwest Business Group on Health will stand up at least four employer-covered DPP programs with at least two of them being located in the targeted geographies. Federal Authorization 75-0943-0-1-550 Illinois Statue Authorization N/A Illinois Administrative Rules Authorization N/A Objective The grant will address activities and performance measures for the purpose of supporting the strategies listed in the work plan. Prime Recipient Yes UGA Program Terms All grant funds must be used for the sole purposes set forth in the grant proposal and application and must be used in compliance with all applicable laws. Eligible Applicants Other; Applicant Eligibility Midwest Business Group on Health is the only eligible application for this grant. Beneficiary Eligibility N/A Types of Assistance Non-competitive Subject / Service Area Economic Development Credentials / Documentation N/A Preapplication Coordination Midwest Business Group on Health is the only eligible applicant for this grant. Application Procedures Submission via the State of Illinois Grant Management System. idph.grants.gov Criteria Selecting Proposals N/A Award Procedures The grant will be awarded upon the approval of the application. Deadlines 6/01/2022 at 5:00pm Range of Approval or Disapproval Time 16 business days Appeals N/A Renewals N/A Formula Matching Requirements NA Uses and Restrictions All grant funds must be used for the sole purposes set forth in the grant proposal and application and must be used in complianc
Agency: DPH (482)","Other; Applicant Eligibility Midwest Business Group on Health is the only eligible application for this grant. Beneficiary Eligibility N/A Types of Assistance Non-competitive Subject / Service Area Economic Development Credentials / Documentation N/A Preapplication Coordination Midwest Business Group on Health is the only eligible applicant for this grant. Application Procedures Submission via the State of Illinois Grant Management System. idph.grants.gov Criteria Selecting Proposals N/A Award Procedures The grant will be awarded upon the approval of the application. Deadlines 6/01/2022 at 5:00pm Range of Approval or Disapproval Time 16 business days Appeals N/A Renewals N/A Formula Matching Requirements NA Uses and Restrictions All grant funds must be used for the sole purposes set forth in the grant proposal and application and must be used in compliance with all applicable laws. Reports Quarterly reports submitted to the diabetes program manager. Audits Recipients are to follow HHS ",,,Education,Illinois,Illinois CSFA,https://omb.illinois.gov/PUBLIC/GATA/CSFA/Program.aspx?csfa=2066,482-00-2066,grant,,,2026-04-26 08:42:45.548291,2026-04-26 08:42:45.548291
1e09ea76-6612-4704-8b7f-de695f03fc08,Propane Supply and Delivery,State of New Hampshire,"Bids in New Hampshire | New Hampshire Bid Network provides construction bids and government bids for New Hampshire projects - Bid Opportunities Search Opportunities User login is required to use this feature. Register here Browse Opportunities Browse by County and Buyer (login now required) Propane Supply and Delivery Login for complete opportunity report. Added/Updated: 04/25/26 Solicitation Title: Propane Supply and Delivery Scope: Propane supply and delivery. Login to view file attachments Click HERE to receive filtered opportunity reports by email with a monthly subscription. Click HERE for a list of our other web sites Contact us if you like to have a single PDF file with each report send in your email each day. Bids in New Hampshire | New Hampshire Bid Network provides construction bids and government bids for New Hampshire projects - News, Informations, and Entries Classified Ads WBE Supply, Inc. For All Your Supply Needs Certified woman-owned, small business Commercial Power Washing OTR & Truck Tires & Wheels--Nationwide Electrical Equipment Supplier - Engineering Services, Design Build UPS & Battery Systems for Critical Load Applications More New Hampshire Bid Network Free Classified Ads >> Bid Results Bid, Tender, RFP Results Following are some of the many bid and tender results, bid tabulations, low bidder, contract award and other market intelligence that our members enjoy. Click on the listings below for more details. Login to view the full list . Dewcon, Inc. Low Bidder on CIP 84 Water Main Cleaning & Lining Project, School Street in New Hampshire at $634,429.00 USD PS&E Low Bidder on Griffin Mill Road Bridge Replacement Project in New Hampshire at $1,039,308.00 USD Lewis Builders Development Inc Low Bidder on Southern NH Regional Water Improvements - Contract D5 - Old Derry Road BPS in New Hampshire at $3,990,000.00 USD J T's Landscaping & Lawn Care Low Bidder on Eldridge Park Water Service (RFP) in New Hampshire at $18,735.00 USD NorthEast Earth Mech",,,,General,New Hampshire,New Hampshire Procurement,https://www.newhampshirebids.com/bid_opportunities/2026/04/26/14787911-propane-supply-and-delivery.html,,rfp,2026-04-25 00:00:00,,2026-04-26 09:21:28.208154,2026-04-26 09:21:28.208154
1e141333-a5a3-4911-9680-7aa05b0e7e34,Clean Truck and Bus Voucher Incentive Project (HVIP) Administrator,Air Resources Board,"The California Air Resources Board (CARB or the Board) is soliciting a Grantee for the implementation of the Clean Truck and Bus Voucher Incentive Project (HVIP) with any appropriated and allocated funds from Fiscal Year (FY) 2026-27 with an option to renew the Grant Agreement for the following two years (FY 2027-28 and FY 2028-29). HVIP accelerates market transformation by incentivizing the purchase of zero-emission heavy-duty trucks and buses for California fleets, providing vouchers for purchasers and lessees for eligible vehicles on a first-come first-serve basis. HVIP provides increased incentives for fleets purchasing zero-emission vehicles located in disadvantaged communities with a goal of at least 50 percent of HVIP funding supporting vehicles domiciled in disadvantaged communities. In addition, HVIP incorporates a set-aside for transit vehicles.HVIP stimulates the development, deployment, and commercialization of advanced vehicle technology. These technologies are critical to help California meet its near- and long-term air-quality and climate-change goals. Additionally, the project benefits the citizens of California by providing immediate air-pollution and greenhouse-gas emission reductions. Appropriated and allocated HVIP funds will be administered and implemented through a partnership between CARB and a Grantee selected via this competitive solicitation. Eligible applicants wishing to apply for the role of HVIP administrator must submit an application via email to CARB no later than 4:00 PM Pacific, May 12, 2026. More information regarding the application process can be found in Section VIII, Application Instructions of this solicitation.",Nonprofit; Public Agency,"$300,000,000",2026-05-12 16:00:00,Environment & Water,California,California Grants Portal,https://ww2.arb.ca.gov/our-work/programs/low-carbon-transportation-incentives-and-air-quality-improvement-program/low,164682,grant,2026-04-15 07:00:00,https://ww2.arb.ca.gov/sites/default/files/2026-03/CORE%20-%20Solicitation_ADA.pdf https://ww2.arb.ca.gov/sites/default/files/2026-03/CORE-Appendix%20A_Application_ADA_0.pdf https://ww2.arb.ca.gov/sites/default/files/2026-03/CORE-Appendix_B_Sample_Grant_Agreement.pdf http://californiacore.org/wp-content/uploads/2025/09/CORE-Implementation-Manual-FY-24-25_V3.pdf https://ww2.arb.ca.gov/sites/default/files/2026-03/HVIP-Solicitation_ADA.pdf https://ww2.arb.ca.gov/sites/default/files/2026-03/HVIP-Appendix%20A_Application_ADA.pdf https://ww2.arb.ca.gov/sites/default/files/2026-03/HVIP-Appendix%20B_Sample_Grant_Agreement.pdf https://californiahvip.org/wp-content/uploads/2025/12/FY24-25_HVIP_IM_Revised_with_Addendums_1-2.pdf https://ww2.arb.ca.gov/sites/default/files/2025-11/2025_Planning-RFA.pdf https://ww2.arb.ca.gov/sites/default/files/2025-11/2025_Planning-RFA_APPENDIX-A_ADA.pdf,2026-04-26 08:22:17.0456,2026-04-26 08:21:55.740399
1e284fc8-6e9e-4b97-a81c-a06b7beb7fae,300 SP Concession Opportunity McCormick's Creek,Natural Resources,"RFQ# 003000000086565 Sourcing Event 003000000086565 is for obtaining bids for a Concession Contract for Saddle Barn at McCormick's Creek State Park. Contract execution date is expected June 1, 2026. At properties within the Indiana Department of Natural Resources (IDNR), certain services are the benefit of park visitors are provided by individuals or companies from the private sector who operate facilities under a license and concession agreement or lease with the State of Indiana. Concessionaires and leases run a wide range of operations, such as camp stores, beach snacks, saddle barns, boat rentals and marinas. If you are viewing this event through the Bidder Portal, please be sure to check https://www.in.gov/idoa/procurement/current-business-opportunities/ for additional details and documents related to this event. Questions can be emailed to Angela Settles at ASettles1@dnr.in.gov. All questions must be submitted at least seven (7) days prior to the Response Due By date/time. Completed bids must be emailed to Angela Settles at ASettles1@dnr.in.gov or faxed to 317-972-3275, Attn: Angela Settles. A completed bid package MUST be submitted by the Response Due By date/time. The bid package is available for download through the Bid Documents link in the Event Name column. This bid is not eligible for electronic bid through the Supplier Portal. To allow for sufficient processing time in compliance with Indiana State law, all quoted prices offered to the State under this Event mus — Contact: Angela Settles - 00300","for electronic bid through the Supplier Portal. To allow for sufficient processing time  
in compliance with Indiana State law, all quoted prices offered to the State under this Event  
must be valid for thirty (30) calendar days after the Response Due By date/time.  Pricing must  
include all applicable charges, fees, and shipping.
General Comments
-This is a request to establish a Contractual Agreement for Concession Services.  ContractEvent Details",See solicitation documents for estimated value,2026-04-30 16:00:00,General,Indiana,Indiana IDOA Procurement,https://www.in.gov/idoa/proc/solicitations/files/003000000086565.zip,003000000086565,rfp,,https://www.in.gov/idoa/proc/solicitations/files/003000000086565.zip https://www.in.gov/idoa/proc/solicitations/files/003000000086565.zip#003000000086565/003000000086565.pdf https://www.in.gov/idoa/proc/solicitations/files/003000000086565.zip#003000000086565/ProForma Worksheet 2026-2029.pdf https://www.in.gov/idoa/proc/solicitations/files/003000000086565.zip#003000000086565/SOI_PROFESSIONAL_SERVICES_CONTRACT.docx https://www.in.gov/idoa/proc/solicitations/files/003000000086565.zip#003000000086565/Solicitation Package Event 003000000086565.docx https://www.in.gov/idoa/proc/solicitations/files/003000000086565.zip#003000000086565/sp-mccormickscreek-saddle barn-2026(2).pdf,2026-04-26 08:48:18.328364,2026-04-26 08:48:18.328364
1ea2abcf-d68b-4d22-99e3-785b877cdbf9,Individual Investigator Research Awards for Early-Onset Cancers,Cancer Prevention And Research Institute - 542,"Supports innovative research projects that will significantly advance the knowledge of the etiology, prevention, cancer biology, and treatment of early-onset cancers.
Contact: Myriam Casillas (mcasillas@cprit.texas.gov)
Keywords: research, cancer, early onset",Higher Education - Private Higher Education - Public; Matching: Yes,"$900,000.00",2026-04-28 00:00:00,Research - Competitive - Research,Texas,Texas ESBD Grants,https://www.txsmartbuy.gov/esbd-grants/542-AR_FY27_IIRAEOC,542-AR_FY27_IIRAEOC,grant,2026-01-15 00:00:00,https://www.txsmartbuy.gov/core/media/media.nl?id=32610559&c=852252&h=5EhmdALgpjfxU8FB1xZ_2VeB0x4mbUiu6oT1fgWuIdosKrWh&_xt=.pdf,2026-04-26 10:03:52.644499,2026-04-26 10:03:52.644499
1f394862-fefe-4145-b2d5-b25225c77969,Invitation to Bid - City of Chandler Project No. TP2202.401 - Kyrene Branch and Highline Canal Shared Use Paths,City of ChandlerCity of Chandler,Status: Open for Bidding. RFx Type: Heavy construction services.,,,2026-05-28 15:00:00,Infrastructure,Arizona,Arizona Procurement Portal,https://app.az.gov/page.aspx/en/rfp/request_browse_public?rfp=BPM007564,BPM007564,bid,,,2026-04-26 08:17:04.014034,2026-04-26 08:17:04.014034
1f791c96-7886-494c-a940-0b599601fc42,Post & Manage Bid Solicitations,State of Washington,,,,,General,Washington,Washington DES Procurement,https://des.wa.gov/purchase/washington-state-procurement-manual/post-manage-bid-solicitations,,bid,,,2026-04-26 10:11:25.036075,2026-04-26 10:11:25.036075
